filepath,category,class,split
data\split\test\flowers\Abutilon\27a8425ab7_aug0_aug0.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\0b2bc088e2_aug1_aug0.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\0b2bc088e2_aug1_aug1.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\aa1d6640f7_aug0.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\f7f0dbfe3a.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\24d74cbb40_aug2_aug1.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\e2756496eb_aug2.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\2a0767423f_aug0_aug0.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\31b0b21ed5_aug2_aug2.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\581c3330e0_aug0.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\6606ab6175_aug2_aug0.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\66e9897764_aug1_aug1.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\0b2bc088e2.jpg,flowers,Abutilon,test
data\split\test\flowers\Abutilon\2d2dfaf1c1.jpg,flowers,Abutilon,test
data\split\train\flowers\Agapanthus\0fdeefb4c6_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d51d62ead4_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d43933dd4a.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ea4fff970d_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\72418903de_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\1a4ceb1585_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\65123405bf_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\3a7405d02d_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d43933dd4a_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\efca2f9dcc_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6d9e6cbd64_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0a1205bb16_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ea3a21afb0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\375e3b7d89_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\784bfca909_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6e55d30f8c_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0a1205bb16_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\70db9e267b_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6e55d30f8c_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e84c723d2a_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b1c614304c_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\80612ef3c8_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ce887e758a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ccf52d0444_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6d9e6cbd64_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\90a5793093_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\dbf20c11f7_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\65123405bf_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\efca2f9dcc_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d525ed8e91_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\cc9bcf323e_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\90a5793093_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2f366a1d80_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\784bfca909_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\fe894dd9e6_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0dc275bf25_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6d9e6cbd64_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ca1851960c_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e84c723d2a_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d51d62ead4_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6e55d30f8c_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6f46cb586a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\72418903de_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ea4fff970d_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\a9d7d638bf_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f88e3d6be_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\f8c7ac0c35_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6f46cb586a_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\356e710715_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\1a4ceb1585_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\63fc4a404a_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\a9d7d638bf_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e8e58859a8_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0a1205bb16.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f61600d1a_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ca1851960c_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f88e3d6be_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\784bfca909_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0dc275bf25_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\fe894dd9e6_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\a9d7d638bf_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c717a76a77.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d51d62ead4_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\63fc4a404a_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\dbf20c11f7_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0a1205bb16_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c1ef22ab06_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d4ea7a5e04_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\70db9e267b_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c717a76a77_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f61600d1a.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0fdeefb4c6_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\3a7405d02d_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ca1851960c_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d9a75d9860_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\fe894dd9e6_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d9a75d9860.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ce887e758a.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0554bf0af0_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0554bf0af0_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0dc275bf25_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0fdeefb4c6_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d43933dd4a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\f8c7ac0c35_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7a404291a3_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\176f3698ac_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7ce73e3f7f_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7413407569_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\48c8849229_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\68a8a5e261_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ea4fff970d_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6f46cb586a.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ca1851960c_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\cc9bcf323e_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0e17302442_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ccf52d0444_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e84c723d2a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\68a8a5e261_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ccf52d0444_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7ce73e3f7f_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f88e3d6be_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\60382102a2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d43933dd4a_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c1ef22ab06_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e1578cd1fc_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c1ef22ab06_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d51d62ead4_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\48c8849229_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\3a7405d02d_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\68a8a5e261_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\32a26fcff5_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c717a76a77_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\1a4ceb1585_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\70db9e267b_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f88e3d6be_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6a0ab4797a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\3a7405d02d_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ce887e758a_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\3a7405d02d_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b1c614304c.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d9a75d9860_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\a9d7d638bf_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ea3a21afb0_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\48c8849229_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6a0ab4797a.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\60382102a2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c1ef22ab06_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e981a9b3b8_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\72418903de_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\48c8849229_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\1a4ceb1585_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f61600d1a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e8e58859a8_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\cc9bcf323e_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ce887e758a_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2f366a1d80_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\90a5793093_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ea4fff970d_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0554bf0af0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d51d62ead4_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0a1205bb16_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\375e3b7d89_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2f366a1d80_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7a404291a3_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\65123405bf_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\80612ef3c8_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e8d7c465d8_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7ce73e3f7f_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\fe894dd9e6.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e8d7c465d8_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\63fc4a404a_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6d9e6cbd64_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7ce73e3f7f_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b1c614304c_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e981a9b3b8.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7ce73e3f7f_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\fe894dd9e6_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d525ed8e91_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\176f3698ac_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0554bf0af0_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d4ea7a5e04_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\784bfca909.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\969a74ea23_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\72418903de_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f88e3d6be_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ca1851960c_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b1c614304c_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0dc275bf25_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\3a7405d02d_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\60382102a2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\68a8a5e261_aug1_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2f366a1d80_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\80612ef3c8_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c1ef22ab06_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\32a26fcff5_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\32a26fcff5_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\cb1a19fe5a_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\63fc4a404a_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6e55d30f8c_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e981a9b3b8_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\32a26fcff5_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\fe894dd9e6_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d43933dd4a_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\65123405bf_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\176f3698ac_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\969a74ea23_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e1578cd1fc_aug0_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ca1851960c_aug0_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\90a5793093.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ba29e5cd2b_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\60382102a2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug1_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ba29e5cd2b_aug2_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\0554bf0af0_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\6a0ab4797a_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ba29e5cd2b_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\f8c7ac0c35_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\356e710715_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\2a833c474e_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\ab9af03675_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\7f61600d1a_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e84c723d2a_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d43933dd4a_aug2_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\63fc4a404a_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\d525ed8e91_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e981a9b3b8_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\375e3b7d89_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\90a5793093_aug1_aug0.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\e1578cd1fc_aug0_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\63fc4a404a_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\cb1a19fe5a_aug2.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\c717a76a77_aug1.jpg,flowers,Agapanthus,train
data\split\train\flowers\Agapanthus\b6808898da_aug2_aug0.jpg,flowers,Agapanthus,train
data\split\val\flowers\Agapanthus\cb1a19fe5a.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\63fc4a404a_aug1_aug1.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\48c8849229_aug0_aug2.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\0a1205bb16_aug1.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\1a4ceb1585_aug1_aug0.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\6d9e6cbd64_aug0_aug1.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\f8c7ac0c35_aug2_aug1.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\d4ea7a5e04_aug1_aug0.jpg,flowers,Agapanthus,val
data\split\val\flowers\Agapanthus\7ce73e3f7f_aug0_aug0.jpg,flowers,Agapanthus,val
